,o,h,l,c,stateFeature_0,stateFeature_1,stateFeature_2,stateFeature_3,stateFeature_4,reward,totalReward,simNum,eventFlag,stopFlag,barNum,nTrades,tradeOpen,accountValue,accountBalance,unrealizedPL,allPL,positionStatus,positionSize,entryPrice,exitPrice,action
0,0.9987605303087543,1.0012160301385866,0.9987605303087543,1.0002196614617165,1.0,0.0,0.0,0.0,0.1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,500.0,500.0,0.0,0.0,0.0,1000.0,,,0.0
1,1.0001092832794856,1.003688436612112,0.9999263007933136,1.0024555409007796,1.0,0.0,0.0,0.0,0.1,0.0,0.0,6.0,0.0,0.0,1.0,0.0,,500.0,500.0,0.0,0.0,0.0,1000.0,,,1.0
2,1.0030480069899346,1.0058073430642334,1.0030480069899346,1.0050892537269378,1.0,0.0,1.0,0.005067425652316415,0.1,0.0,0.0,6.0,0.0,0.0,2.0,1.0,True,502.5337128261582,500.0,2.5337128261582076,0.0,1.0,1000.0,1.0024555409007796,,0.0
3,1.0053409333483778,1.006966136406888,1.0053409333483778,1.006966136406888,1.0,0.0,1.0,0.00882119101221688,0.1,0.0,0.0,6.0,0.0,0.0,3.0,1.0,True,504.41059550610845,500.0,4.410595506108439,0.0,1.0,1000.0,,,2.0
4,1.007669307877473,1.0100968002289712,1.007669307877473,1.0089019032875652,1.0,0.0,1.0,0.012692724773571286,0.1,0.0,0.0,6.0,0.0,0.0,4.0,1.0,True,506.34636238678564,500.0,6.346362386785643,0.0,1.0,1000.0,,,5.0
5,1.0086543739029104,1.0109135647035876,1.0083526184440341,1.0083526184440341,1.0,0.0,1.0,0.011594155086509052,0.05,0.0,0.0,6.0,0.0,0.0,5.0,1.0,True,505.79707754325455,500.0,5.797077543254526,0.0,1.0,500.0,,,4.0
6,1.0087753834989552,1.0109243985151857,1.0087753834989552,1.0096015954209059,1.0,0.0,1.0,0.014092109040252578,0.1,0.0,0.0,6.0,0.0,0.0,6.0,1.0,True,507.0460545201263,500.0,7.0460545201262885,0.0,1.0,1000.0,,,5.0
7,1.0091572144235852,1.011458077380103,1.0080581319392659,1.008972019760553,1.0,0.0,1.0,0.012832957719546713,0.05,0.0,0.0,6.0,0.0,0.0,7.0,1.0,True,506.41647885977335,500.0,6.416478859773356,0.0,1.0,500.0,,,0.0
8,1.0081537471748045,1.0101808565449832,1.0081537471748045,1.0092378730232558,1.0,0.0,1.0,0.013364664244952508,0.05,0.0,0.0,6.0,0.0,0.0,8.0,1.0,True,506.6823321224763,500.0,6.682332122476254,0.0,1.0,500.0,,,3.0
9,1.0077181437649967,1.009975144040364,1.0077181437649967,1.0079491438525479,1.0,1.0,0.0,0.0,0.0493405797184121,0.013364664244952508,0.013364664244952508,6.0,0.0,0.0,9.0,1.0,False,506.6823321224763,506.6823321224763,0.0,6.682332122476282,0.0,500.0,,1.0092378730232558,1.0
10,1.008256996788409,1.008256996788409,1.0060394067449228,1.0060394067449228,1.0,1.0,1.0,-0.0019832318794365425,0.0493405797184121,0.0,0.013364664244952508,6.0,0.0,0.0,10.0,2.0,True,505.6774635686637,506.6823321224763,-1.004868553812549,6.682332122476282,1.0,500.0,1.0079491438525479,,3.0
11,1.0060921449941367,1.0060921449941367,1.0025314645348629,1.0025450351424563,1.0,1.0,0.0,0.0,0.04943862798150062,-0.0019832318794365425,0.011381432365515965,6.0,0.0,0.0,11.0,2.0,False,505.6774635686637,505.6774635686637,0.0,5.677463568663711,0.0,500.0,,1.0060394067449228,1.0
12,1.002622844393906,1.002622844393906,1.000549967185718,1.000549967185718,0.0,1.0,1.0,-0.002071545706182856,0.04943862798150062,0.0,0.011381432365515965,6.0,0.0,0.0,12.0,3.0,True,504.6299295902946,505.6774635686637,-1.047533978369103,5.677463568663711,1.0,500.0,1.0025450351424563,,2.0
13,1.0008536736907372,1.0014037601355161,0.9984579281992663,0.9984579281992663,0.0,1.0,1.0,-0.004140096449662606,0.04943862798150062,0.0,0.011381432365515965,6.0,0.0,0.0,13.0,3.0,True,503.58391009706867,505.6774635686637,-2.0935534715950164,5.677463568663711,1.0,500.0,,,5.0
14,1.0000070981443376,1.0000070981443376,0.9970602351515124,0.9971646734292979,0.0,1.0,1.0,-0.005418831278817917,0.0,0.0,0.011381432365515965,6.0,0.0,0.0,14.0,3.0,True,502.93728271208454,505.6774635686637,-2.7401808565791828,5.677463568663711,1.0,0.0,,,1.0
15,0.9962957132564395,0.9962957132564395,0.9937596380520197,0.9937596380520197,0.0,1.0,1.0,-0.008785636824440038,0.0,0.0,0.011381432365515965,6.0,0.0,0.0,15.0,3.0,True,501.23476502344545,505.6774635686637,-4.442698545218287,5.677463568663711,1.0,0.0,,,3.0
16,0.995446707441868,0.995446707441868,0.9910744316852902,0.9919442994877867,0.0,1.0,0.0,0.0,0.0,-0.008785636824440038,0.002595795541075927,6.0,0.0,0.0,16.0,3.0,False,501.23476502344545,501.23476502344545,0.0,1.2347650234454477,0.0,0.0,,0.9937596380520197,4.0
17,0.9901029635894335,0.9921584895246587,0.9901029635894335,0.9921584895246587,0.0,1.0,0.0,0.0,0.04987682767541197,0.0,0.002595795541075927,6.0,0.0,0.0,17.0,3.0,False,501.23476502344545,501.23476502344545,0.0,1.2347650234454477,0.0,500.0,,,3.0
18,0.9909763600043426,0.9912674472830036,0.9897993685141935,0.99054344785132,0.0,1.0,0.0,0.0,0.04987682767541197,0.0,0.002595795541075927,6.0,0.0,0.0,18.0,3.0,False,501.23476502344545,501.23476502344545,0.0,1.2347650234454477,0.0,500.0,,,1.0
