,o,h,l,c,stateFeature_0,stateFeature_1,stateFeature_2,stateFeature_3,stateFeature_4,stateFeature_5,reward,simNum,barNum,nTrades,tradeOpen,accountValue,allPL,stopConditions,positionStatus,entryPrice,exitPrice,action
0,0.998850367522796,1.0014023691523093,0.9978853626706178,1.0014023691523093,0.006139106493083912,0.004131916149428205,0.008009751137777799,0.004380995541114818,0.0,0.0,0.0,2.0,0.0,0.0,,10000.0,0.0,0.0,0.0,,,0.0
1,1.0028182185022438,1.0028182185022438,1.0008478821954596,1.0027417240324221,0.005402438972672008,0.006139106493083912,0.00876176490427738,0.008009751137777799,0.0,0.0,-0.0,2.0,1.0,0.0,,10000.0,0.0,0.0,0.0,,,1.0
2,1.0037881939993758,1.0062937055591028,1.003000784958954,1.0062937055591028,0.006488167328021155,0.005402438972672008,0.011262520105071894,0.00876176490427738,1.0,0.0003451981526680681,0.2,2.0,2.0,1.0,True,10003.451981526681,3.4519815266812657,0.0,1.0,1.0027417240324221,,1.0
3,1.0061415099700286,1.0074845031500634,1.0061415099700286,1.0074268404876046,0.005333746888826818,0.006488167328021155,0.011035468071679655,0.011262520105071894,1.0,0.00045851164551824366,0.2,2.0,3.0,1.0,True,10004.585116455182,4.585116455182288,0.0,1.0,,,2.0
4,1.007610297978785,1.0085475211985035,1.00663605542498,1.0085475211985035,0.004575881355081801,0.005333746888826818,0.010595489558402171,0.011035468071679655,0.0,0.0,0.20045851164551826,2.0,4.0,1.0,False,10004.585116455182,4.585116455182288,0.0,0.0,,1.0074268404876046,1.0
5,1.0076023863885655,1.0106475397315189,1.0076023863885655,1.0083518204679247,0.0025578236516135,0.004575881355081801,0.008811940819189124,0.010595489558402171,1.0,-2.9556521048782177e-05,-0.2,2.0,5.0,2.0,True,10004.289415724603,4.289415724602804,0.0,1.0,1.0085475211985035,,2.0
6,1.010965566301738,1.010965566301738,1.009761430654997,1.0102654213673836,0.0029942491818935046,0.0025578236516135,0.008998203945025818,0.008811940819189124,0.0,0.0,-0.20002955652104878,2.0,6.0,2.0,False,10004.289415724603,4.289415724602804,0.0,0.0,,1.0083518204679247,1.0
7,1.0108955218958027,1.0112204655424109,1.0095168582820033,1.0095168582820033,0.0011164970549162323,0.0029942491818935046,0.006647035138584778,0.008998203945025818,1.0,-8.481992574570406e-05,-0.2,2.0,7.0,3.0,True,10003.440852639222,3.4408526392217027,0.0,1.0,1.0102654213673836,,2.0
8,1.0114752605099473,1.0114752605099473,1.0077623580480797,1.0087222207948638,-8.289297151664599e-05,0.0011164970549162323,0.00441689479613272,0.006647035138584778,0.0,0.0,-0.20008481992574573,2.0,8.0,3.0,False,10003.440852639222,3.4408526392217027,0.0,0.0,,1.0095168582820033,0.0
9,1.010108747402769,1.010108747402769,1.0067296981750409,1.0067296981750409,-0.001959225205912185,-8.289297151664599e-05,0.0013386896851752539,0.00441689479613272,0.0,0.0,-0.0,2.0,9.0,3.0,False,10003.440852639222,3.4408526392217027,0.0,0.0,,,0.0
