,o,h,l,c,stateFeature_0,stateFeature_1,stateFeature_2,stateFeature_3,stateFeature_4,reward,totalReward,simNum,eventFlag,stopFlag,barNum,nTrades,tradeOpen,accountValue,accountBalance,unrealizedPL,allPL,positionStatus,positionSize,entryPrice,exitPrice,action
0,0.9983497486363174,1.0009634584589644,0.9981971834633412,1.0009634584589644,0.005885109878618677,0.0015986352760560818,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,500.0,500.0,0.0,0.0,0.0,1000.0,,,0.0
1,1.0009822878509187,1.002981333524204,0.9998925458683199,1.001375565998,0.004657492562579524,0.0028045688104682,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,500.0,500.0,0.0,0.0,0.0,1000.0,,,3.0
2,1.0017676746365558,1.0069441473315712,1.0017676746365558,1.0069441473315712,0.007810641439665811,0.003877767449808056,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,500.0,500.0,0.0,0.0,0.0,1000.0,,,2.0
3,1.0044342610115635,1.008456407132925,1.0044342610115635,1.007851748206133,0.005839603214439659,0.005466692693043451,0.5,-0.0020152017491237516,0.1,0.0,0.0,1.0,0.0,0.0,3.0,1.0,True,498.9923991254381,500.0,-1.0076008745618759,0.0,0.5,1000.0,1.0069441473315712,,4.0
4,1.0097773852172582,1.0097773852172582,1.0070704377891728,1.009566045149539,0.00539312181394358,0.006062002917042952,0.5,-0.005443795635935467,0.15,0.0,0.0,1.0,0.0,0.0,4.0,1.0,True,497.2781021820323,500.0,-2.7218978179677333,0.0,0.5,1500.0,,,4.0
5,1.0082577246952678,1.0110591626694947,1.0082577246952678,1.010239639363109,0.004082871945222832,0.006509197381981857,0.5,-0.006790984063075568,0.2,0.0,0.0,1.0,0.0,0.0,5.0,1.0,True,496.6045079684622,500.0,-3.395492031537784,0.0,0.5,2000.0,,,4.0
6,1.0097892077069055,1.011072805574192,1.0084291401449026,1.011072805574192,0.003231146970434473,0.0063816550117064,0.5,-0.008457316485241527,0.25,0.0,0.0,1.0,0.0,0.0,6.0,1.0,True,495.7713417573792,500.0,-4.228658242620764,0.0,0.5,2500.0,,,3.0
7,1.0100231207075094,1.0106684162252828,1.0094318362122114,1.0104564231552517,0.0011012883586190014,0.0063185306806066155,0.0,0.0,0.2521323631916839,-0.008457316485241527,-0.008457316485241527,1.0,0.0,0.0,7.0,1.0,False,495.7713417573792,495.7713417573792,0.0,-4.2286582426207815,0.0,2500.0,,1.011072805574192,4.0
8,1.0101885785647418,1.0103967917039183,1.0084183095757078,1.0084183095757078,-0.0011825189282810289,0.005233661306042192,0.0,0.0,0.30255883583002074,0.0,-0.008457316485241527,1.0,0.0,0.0,8.0,1.0,False,495.7713417573792,495.7713417573792,0.0,-4.2286582426207815,0.0,3000.0,,,2.0
9,1.008905182962912,1.0103245396608107,1.0057476714049303,1.0103245396608107,0.0003115792477088597,0.004000407710704756,0.5,-0.012140052779118138,0.30255883583002074,0.0,-0.008457316485241527,1.0,0.0,0.0,9.0,2.0,True,489.7526515020704,495.7713417573792,-6.0186902553088,-4.2286582426207815,0.5,3000.0,1.0084183095757078,,1.0
10,1.0072314068474015,1.0080434165023175,1.005308828007374,1.0069821955098681,-0.002600123296621737,0.002704697735447681,0.5,0.008085062325931236,0.30255883583002074,0.0,-0.008457316485241527,1.0,0.0,0.0,10.0,2.0,True,499.7796839548982,495.7713417573792,4.008342197518966,-4.2286582426207815,0.5,3000.0,,,5.0
11,1.0056826186793066,1.0057482547950565,1.0028101864990142,1.0029570374833034,-0.005411514343218959,0.0011058922043183372,0.5,0.032442004856916624,0.2521323631916839,0.0,-0.008457316485241527,1.0,0.0,0.0,11.0,2.0,True,511.8551580345922,495.7713417573792,16.083816277212968,-4.2286582426207815,0.5,2500.0,,,4.0
12,1.0023227208691334,1.0027170638642366,1.0009285872003437,1.0023144947297318,-0.004594338622714078,-0.000466412625655499,0.5,0.03633014460674985,0.30255883583002074,0.0,-0.008457316485241527,1.0,0.0,0.0,12.0,2.0,True,513.7827862953072,495.7713417573792,18.01144453792799,-4.2286582426207815,0.5,3000.0,,,1.0
13,0.9999908996625341,1.0009604496814624,0.99686468588694,0.99686468588694,-0.007778857920787252,-0.0023557954944524173,0.5,0.06930790098617452,0.30255883583002074,0.0,-0.008457316485241527,1.0,0.0,0.0,13.0,2.0,True,530.1322128236825,495.7713417573792,34.36087106630333,-4.2286582426207815,0.5,3000.0,,,3.0
14,0.997570166154788,0.9992390977300355,0.996156548686979,0.996156548686979,-0.006443368305960151,-0.0035004557555244897,0.0,0.0,0.28294828416678147,0.06930790098617454,0.06085058450093301,1.0,0.0,0.0,14.0,2.0,False,530.1322128236825,530.1322128236825,0.0,30.132212823682494,0.0,3000.0,,0.99686468588694,2.0
15,0.9948338290443021,0.9957005854833022,0.9932538598194931,0.9932538598194931,-0.006500943866559639,-0.005129078363524164,0.5,0.015860320122169525,0.28294828416678147,0.0,0.06085058450093301,1.0,0.0,0.0,15.0,3.0,True,538.5402794261402,530.1322128236825,8.408066602457708,30.132212823682494,0.5,3000.0,0.996156548686979,,2.0
16,0.9917891518970614,0.9924610217032505,0.9905629622457351,0.9905629622457351,-0.0064553025629622285,-0.0062820269988959065,0.5,0.031088017149436896,0.28294828416678147,0.0,0.06085058450093301,1.0,0.0,0.0,16.0,3.0,True,546.6129721474141,530.1322128236825,16.480759323731572,30.132212823682494,0.5,3000.0,,,3.0
