,o,h,l,c,stateFeature_0,stateFeature_1,stateFeature_2,stateFeature_3,stateFeature_4,reward,totalReward,simNum,eventFlag,stopFlag,barNum,nTrades,tradeOpen,accountValue,accountBalance,unrealizedPL,allPL,positionStatus,positionSize,entryPrice,exitPrice,action,predValueAction_0,predValueAction_1,predValueAction_2,predValueAction_3,predValueAction_4,predValueAction_5
0,0.9976301876635782,0.9998805024108538,0.9976301876635782,0.9989264642890747,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,500.0,500.0,0.0,0.0,0.0,1000.0,,,3.0,-0.013921340927481651,0.033513911068439484,-0.041061241179704666,-0.041337329894304276,0.01811453141272068,-0.08337733149528503
1,1.0007168763678254,1.0047427548931456,1.0007168763678254,1.0028730589078743,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,500.0,500.0,0.0,0.0,0.0,1000.0,,,4.0,-0.013921340927481651,0.033513911068439484,-0.041061241179704666,-0.041337329894304276,0.01811453141272068,-0.08337733149528503
2,1.0039064924441163,1.005224468974362,1.0039064924441163,1.0048504695490352,1.0,0.0,0.0,0.0,0.15,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,500.0,500.0,0.0,0.0,0.0,1500.0,,,5.0,-0.013887148350477219,0.034310437738895416,-0.04719701409339905,-0.04365479201078415,0.021599799394607544,-0.08163885772228241
3,1.0062029672012955,1.008884010690471,1.0052579964544075,1.008884010690471,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,3.0,0.0,,500.0,500.0,0.0,0.0,0.0,1000.0,,,0.0,-0.013921340927481651,0.033513911068439484,-0.041061241179704666,-0.041337329894304276,0.01811453141272068,-0.08337733149528503
4,1.0089079714775788,1.009899037033777,1.0069299043682967,1.009899037033777,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,4.0,0.0,,500.0,500.0,0.0,0.0,0.0,1000.0,,,2.0,-0.013921340927481651,0.033513911068439484,-0.041061241179704666,-0.041337329894304276,0.01811453141272068,-0.08337733149528503
5,1.0088346400860255,1.0105574967566817,1.0081068594609432,1.0081068594609432,1.0,0.0,0.5,0.0033843551456675725,0.1,0.0,0.0,1.0,0.0,0.0,5.0,1.0,True,501.69217757283377,500.0,1.6921775728337862,0.0,0.5,1000.0,1.009899037033777,,0.0,-0.013899210840463638,0.04445095732808113,-0.07609309256076813,-0.08744064718484879,0.023396357893943787,-0.11251020431518555
6,1.0085832221500846,1.0097551139795835,1.0085832221500846,1.0097347149276554,1.0,0.0,0.5,0.00012864421224321204,0.1,0.0,0.0,1.0,0.0,0.0,6.0,1.0,True,500.0643221061216,500.0,0.06432210612160602,0.0,0.5,1000.0,,,4.0,-0.0025268883910030127,0.03659380227327347,-0.07080734521150589,-0.0751151591539383,0.047269560396671295,-0.07940862327814102
7,1.0094814209086742,1.010342873757567,1.0085530769208382,1.0085530769208382,1.0,0.0,0.5,0.0024919202258777196,0.15,0.0,0.0,1.0,0.0,0.0,7.0,1.0,True,501.24596011293886,500.0,1.2459601129388598,0.0,0.5,1500.0,,,3.0,-0.0019441645126789808,0.03418896719813347,-0.06664129346609116,-0.07720963656902313,0.0478946752846241,-0.07788290083408356
8,1.0098103935520641,1.0099269975663219,1.0090373817604597,1.0099269975663219,1.0,0.0,0.0,0.0,0.1496271411007508,0.0024919202258777196,0.0024919202258777196,1.0,0.0,0.0,8.0,1.0,False,501.24596011293886,501.24596011293886,0.0,1.2459601129388602,0.0,1500.0,,1.0085530769208382,0.0,-0.0024589269887655973,0.02891634777188301,-0.04700463265180588,-0.031155873090028763,0.04632389917969704,-0.04746433347463608
9,1.0075315676341268,1.008177354054412,1.0071801608339386,1.0071801608339386,1.0,1.0,0.0,0.0,0.1496271411007508,0.0,0.0024919202258777196,1.0,0.0,0.0,9.0,1.0,False,501.24596011293886,501.24596011293886,0.0,1.2459601129388602,0.0,1500.0,,,3.0,0.042343880981206894,-0.010451950132846832,-0.21354714035987854,0.1062590554356575,0.0699329674243927,-0.035530779510736465
