,o,h,l,c,stateFeature_0,stateFeature_1,stateFeature_2,stateFeature_3,stateFeature_4,reward,totalReward,simNum,eventFlag,stopFlag,barNum,nTrades,tradeOpen,accountValue,accountBalance,unrealizedPL,allPL,positionStatus,positionSize,entryPrice,exitPrice,action
0,0.9983331739282404,1.0019891194191137,0.9973642092008769,1.0019891194191137,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,500.0,500.0,0.0,0.0,0.0,1000.0,,,4.0
1,1.001106199024002,1.0030020875447039,1.0009470695452158,1.0030020875447039,1.0,0.0,0.0,0.0,0.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,500.0,500.0,0.0,0.0,0.0,1500.0,,,4.0
2,1.0039457233414875,1.0057062500703375,1.0023781902285265,1.0057062500703375,1.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,2.0,0.0,,500.0,500.0,0.0,0.0,0.0,2000.0,,,4.0
3,1.0061922640038308,1.00736417324148,1.004789222148693,1.00736417324148,1.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,3.0,0.0,,500.0,500.0,0.0,0.0,0.0,2500.0,,,0.0
4,1.0070497521703607,1.0101947852066875,1.0070497521703607,1.0101947852066875,1.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,4.0,0.0,,500.0,500.0,0.0,0.0,0.0,2500.0,,,2.0
5,1.0082474779290471,1.0104502824397528,1.0082474779290471,1.0089638923670479,1.0,0.0,0.5,0.005654464198198096,0.25,0.0,0.0,1.0,0.0,0.0,5.0,1.0,True,502.82723209909904,500.0,2.8272320990990476,0.0,0.5,2500.0,1.0101947852066875,,2.0
6,1.0097139018751988,1.0114768304033006,1.0097139018751988,1.0102941909086605,1.0,0.0,0.5,-0.000997028509864883,0.25,0.0,0.0,1.0,0.0,0.0,6.0,1.0,True,499.50148574506755,500.0,-0.4985142549324415,0.0,0.5,2500.0,,,3.0
7,1.0092256113740798,1.0109581923402162,1.008657720646534,1.0102859793538834,1.0,0.0,0.0,0.0,0.2502495058919539,-0.000997028509864883,-0.000997028509864883,1.0,0.0,0.0,7.0,1.0,False,499.50148574506755,499.50148574506755,0.0,-0.49851425493244506,0.0,2500.0,,1.0102941909086605,0.0
8,1.0088450812748107,1.01115296185644,1.0082327976326095,1.0095802358304116,1.0,0.0,0.0,0.0,0.2502495058919539,0.0,-0.000997028509864883,1.0,0.0,0.0,8.0,1.0,False,499.50148574506755,499.50148574506755,0.0,-0.49851425493244506,0.0,2500.0,,,1.0
9,1.0094153304087012,1.0094153304087012,1.0077808899136953,1.0079456944588865,1.0,1.0,1.0,-0.008681362423466055,0.2502495058919539,0.0,-0.000997028509864883,1.0,0.0,0.0,9.0,2.0,True,495.16513231625487,499.50148574506755,-4.336353428812695,-0.49851425493244506,1.0,2500.0,1.0095802358304116,,5.0
10,1.0092427704569022,1.0092427704569022,1.0055843093597328,1.007909487111267,1.0,1.0,1.0,-0.008862579840494534,0.2001996047135631,0.0,-0.000997028509864883,1.0,0.0,0.0,10.0,2.0,True,495.0746139472063,499.50148574506755,-4.4268717978613035,-0.49851425493244506,1.0,2000.0,,,3.0
11,1.0041953393960892,1.0058412850840626,1.0027857413328387,1.0027857413328387,1.0,1.0,0.0,0.0,0.20198975504460787,-0.008862579840494534,-0.009859608350359417,1.0,0.0,0.0,11.0,2.0,False,495.0746139472063,495.0746139472063,0.0,-4.925386052793726,0.0,2000.0,,1.007909487111267,5.0
12,1.0035390315945378,1.0035390315945378,1.0008950174274998,1.0008950174274998,0.0,1.0,0.0,0.0,0.15149231628345589,0.0,-0.009859608350359417,1.0,0.0,0.0,12.0,2.0,False,495.0746139472063,495.0746139472063,0.0,-4.925386052793726,0.0,1500.0,,,0.0
13,0.9996389112603506,0.9996389112603506,0.9981446612997793,0.9987400139544346,0.0,1.0,0.0,0.0,0.15149231628345589,0.0,-0.009859608350359417,1.0,0.0,0.0,13.0,2.0,False,495.0746139472063,495.0746139472063,0.0,-4.925386052793726,0.0,1500.0,,,1.0
14,0.996232855532766,0.9990203399678013,0.996232855532766,0.9971919057092484,0.0,1.0,1.0,-0.004993514710982209,0.15149231628345589,0.0,-0.009859608350359417,1.0,0.0,0.0,14.0,3.0,True,492.60245157942705,495.0746139472063,-2.4721623677792124,-4.925386052793726,1.0,1500.0,0.9987400139544346,,0.0
15,0.9946771477353756,0.9960262754694166,0.9937534520796187,0.9960262754694166,0.0,1.0,1.0,-0.008525195210225552,0.15149231628345589,0.0,-0.009859608350359417,1.0,0.0,0.0,15.0,3.0,True,490.85400621967926,495.0746139472063,-4.220607727526987,-4.925386052793726,1.0,1500.0,,,4.0
16,0.9936854334508913,0.9936854334508913,0.9909109125941719,0.9910588933707118,0.0,1.0,1.0,-0.023575599610180634,0.20198975504460787,0.0,-0.009859608350359417,1.0,0.0,0.0,16.0,3.0,True,483.4029330716222,495.0746139472063,-11.671680875584084,-4.925386052793726,1.0,2000.0,,,5.0
17,0.9909766167577011,0.9923787922432061,0.9898401943804943,0.9898401943804943,0.0,1.0,1.0,-0.02726807026778791,0.15149231628345589,0.0,-0.009859608350359417,1.0,0.0,0.0,17.0,3.0,True,481.57488458629587,495.0746139472063,-13.499729360910392,-4.925386052793726,1.0,1500.0,,,2.0
